lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
18475,보육교사1급,30370,GTQ일러스트 1급,18
18475,보육교사1급,27706,ITQ Master (파워포인트),18
36221,증권투자권유대행인,41408,증권투자권유자문인력,18
10349,지게차운전기능사,18405,CSWP(Certified SolidWorks Professional),18
10104,전산회계운용사3급,11052,컴퓨터활용능력(CAA)2급,18
21080,정보기술자격(ITQ)OA마스터,34543,ITQ인턴강사,18
10571,사무자동화산업기사,17779,건강가정사,18
10024,비서2급,23440,GTQ포토샵1급,18
11326,운동처방사,18648,스포츠마사지,18
17229,OA마스터,24713,정보기술자격(ITQ)한글액세스 A등급,18
10174,거푸집기능사,23184,건축기사,18
10399,환경기능사,39720,초경량비행장치 조종자,18
10659,전기공사기사,10949,네트워크관리사2급,18
10320,전자기기기능사,17167,승강기안전관리자,18
21962,정보기술자격(ITQ)한글A등급,27089,정보기술자격(ITQ)한글엑셀 C등급,18
17266,유통관리사2급,30484,국제물류사,18
10449,용접기능장,10525,공조냉동기계산업기사,18
10539,기계정비산업기사,9955,워드프로세서3급,18
36465,PHTLS,9908,간호조무사,18
10539,기계정비산업기사,39437,건설기계정비기능사,18
10319,전자계산기기능사,27289,한국사능력검정시험 3급,18
17069,사회복지사2급,40778,반려동물관리사,18
11034,전산회계2급 (국가공인),25876,MOS Access 2003 Core,18
25292,왁싱자격증,34271,화장품전문가 2급,18
11030,전산회계(CA)2급,27705,ITQ Master (한글),18
10607,수질환경산업기사,23637,위험물안전관리자,18
18362,기술거래사,32858,기업기술가치평가사,18
10333,제과기능사,21856,ITQ정보기술자격 (국가공인),18
10132,컴퓨터활용능력1급,26715,e-Test Professionals 엑셀,18
24459,MOS Master 2007,33754,바리스타2급,18
11034,전산회계2급 (국가공인),30848,MOS PowerPoint 2010 Core,18
10135,콘크리트기사,25014,굴착기운전기능사,18
11450,CPR (심폐소생술),26133,항공CRS예약발권,18
10683,정보처리산업기사,24508,ERP 생산 정보관리사 1급,18
10635,원자력기사,11274,방사성동위원소취급(RI) 면허[일반],18
10549,도시계획기사,35054,데이터분석준전문가(ADsP),18
27107,매경 TEST 우수(600점 ~ 800점 미만),27194,ERP 회계 정보관리사 2급 (국가공인),18
10391,항공기관정비기능사,27018,항공정비산업기사,18
26813,정보기술자격(ITQ) 아래한글 B등급,39484,MOS PowerPoint 2016,18
28682,스피치지도자1급,9953,워드프로세서1급,18
17168,방화관리자2급,24233,용접기능사,18
17266,유통관리사2급,26959,MOS Excel 2002 Expert,18
10390,한식조리기능사,14047,기업회계3급,18
10682,정보처리기사,41399,PCCP(Java)-프로그래머스코딩전문가자격,18
10335,제빵기능사,35198,토파스(TOPAS) 항공예약,18
10349,지게차운전기능사,10563,방사선비파괴검사기사,18
10079,위험물산업기사,35578,1종 대형 특수트레일러,18
10547,대기환경기사,10663,전기산업기사,18
10079,위험물산업기사,10207,기계조립기능사,18
10176,건설기계차체정비기능사,25014,굴착기운전기능사,18
35907,ACA illustrator,36206,GTQ인디자인 1급,18
10443,배관기능장,10467,가스사용시설안전관리자,18
11027,전산세무1급 (국가공인),17275,부기2급,18
10645,일반기계기사,27097,ERP생산정보관리사 2급,18
14037,MOS Master,25281,IFRS 관리사,18
10571,사무자동화산업기사,27809,창업보육 전문 매니저,18
18539,두피모발관리사2급,35437,병원코디네이터1급,18
10376,통신선로기능사,27707,ITQ Master (엑셀),18
10211,농기계운전기능사,10342,종자기능사,18
39717,장애인스포츠지도사(2급),39740,생활스포츠지도사(2급),18
21080,정보기술자격(ITQ)OA마스터,26722,병원코디네이터,18
10957,문서실무사4급,33522,디지털정보활용능력(DIAT)고급,18
10349,지게차운전기능사,29232,농업기계정비기능사,18
10371,콘크리트기능사,17631,토목초급기술자,18
14573,MOS Excel Core,17157,MOS Access Core,18
21625,정보기술자격(ITQ)인터넷 A등급,33522,디지털정보활용능력(DIAT)고급,18
10942,구매자재관리사(KPM),31849,무역관리사(ITP),18
10316,전산응용기계제도기능사,10385,프레스금형기능사,18
10027,사회복지사1급,17228,바리스타2급,18
24459,MOS Master 2007,32802,ACA Photoshop CS6,18
10872,국제무역사 1급,21829,CDCS(국제공인신용장전문가),18
21245,보육교사3급,25804,정보기술자격(ITQ)한글엑셀 A등급,18
31901,워드프로세서 단일등급,32713,DIAT 정보통신상식(고급),18
10683,정보처리산업기사,11513,OCA,18
10333,제과기능사,17229,OA마스터,18
10132,컴퓨터활용능력1급,25184,직업훈련교사3급(사무자동화),18
10502,건설안전기사,24347,건설기술자(고급),18
10329,정보기기운용기능사,41603,ERP회계정보관리사2급,18
10348,중식조리기능사,30846,MOS PowerPoint 2010,18
11356,일반경비지도사,31901,워드프로세서 단일등급,18
10556,무선설비기사,10949,네트워크관리사2급,18
10315,전산응용건축제도기능사,10348,중식조리기능사,18
10273,실내건축기능사,11235,공인중개사,18
10620,실내건축산업기사,27287,한국사능력검정시험 1급,18
17267,유통관리사3급,29593,건설기계조종사면허증(3톤이상지게차),18
11398,치과위생사,36082,병원사무관리사 1급,18
21210,전기기사 1급,24413,산업안전기사1급,18
10132,컴퓨터활용능력1급,18052,농산물품질관리사,18
25328,CS컨설턴트,36068,SMAT(서비스경영자격),18
10579,산업안전기사,25605,MOS Excel 2007,18
10579,산업안전기사,25154,대기환경기사1급,18
41137,에니어그램강사 1급,41154,감정노동관리사,18
21280,상공회의소 한자 중급4급,25804,정보기술자격(ITQ)한글엑셀 A등급,18
10278,양식조리기능사,17148,태권도 1단,18
10033,산업안전지도사,10483,산업안전산업기사,18
39793,반려동물관리사 1급,9953,워드프로세서1급,18
18175,유치원정교사2급,25450,병원코디네이터,18
17228,바리스타2급,40885,CS강사 1급,18
14555,회계관리2급(국가공인),21238,전기기능사,18
10316,전산응용기계제도기능사,22011,CS Leaders(관리사),18
10349,지게차운전기능사,23931,해기사6급,18
41137,에니어그램강사 1급,41155,리더십지도사 1급,18
24665,심리상담사1급,25804,정보기술자격(ITQ)한글엑셀 A등급,18
17267,유통관리사3급,30844,MOS Excel 2010 Expert,18
26068,애견훈련사3급,29628,애견훈련사2급,18
17253,정보기술자격(ITQ) 한글파워포인트,41103,커피바리스타 2급,18
17559,수상인명구조원,31901,워드프로세서 단일등급,18
18623,트리즈(TRIZ),21238,전기기능사,18
17229,OA마스터,32688,회계정보처리(FAT) 2급,18
10133,컴퓨터활용능력2급,21102,증권펀드투자상담사,18
36068,SMAT(서비스경영자격),39532,병원코디네이터,18
17149,태권도 3단,25213,심폐소생술,18
17559,수상인명구조원,25804,정보기술자격(ITQ)한글엑셀 A등급,18
35578,1종 대형 특수트레일러,9955,워드프로세서3급,18
10330,정보처리기능사,9941,세무사,18
10335,제빵기능사,30651,소방안전관리자1급,18
10329,정보기기운용기능사,34915,MOS Access 2010,18
25387,스포츠마사지사 2급,27698,스포츠테이핑사,18
14037,MOS Master,33755,바리스타1급,18
14037,MOS Master,17698,중장비운전기능사(굴삭기),18
24017,정보기술자격(ITQ)한글엑셀 B등급,39720,초경량비행장치 조종자,18
10307,자동차차체수리기능사,23637,위험물안전관리자,18
10563,방사선비파괴검사기사,10724,침투비파괴검사산업기사,18
10340,조주기능사,17756,3톤미만지게차,18
35752,철도안전전문기술자 (설계),35753,철도안전전문기술자 (감리),18
25283,화물운송종사,30725,바리스타1급,18
10278,양식조리기능사,14039,ERP 정보관리사 회계2급,18
10438,금속재료기능장,10535,금속재료산업기사,18
10390,한식조리기능사,18556,ITQ 마스터,18
11377,전산세무회계2급 (국가공인),27498,ERP 인사 정보관리사 1급(국가공인),18
10582,산업위생관리산업기사,25805,정보기술자격(ITQ)한글파워포인트 A등급,18
10483,산업안전산업기사,24434,교통안전관리자,18
10047,세무회계2급(국가공인),33240,회계정보처리(FAT)2급 (국가공인),18
17147,태권도 2단,30651,소방안전관리자1급,18
10211,농기계운전기능사,28969,기중기운전기능사,18
10571,사무자동화산업기사,32691,세무정보처리(TAT) 1급(국가공인),18
14556,회계실무사1급,22011,CS Leaders(관리사),18
10397,화학분석기능사,11235,공인중개사,18
11028,전산세무2급 (국가공인),23392,Mos Version 2003 Master,18
33988,건설기계설비기사,9954,워드프로세서2급,18
41475,병원상담실장,9908,간호조무사,18
11033,전산회계1급 (국가공인),25384,전산회계사 3급,18
10581,산업위생관리기사,28331,ICDL Start certification,18
17269,미용사(피부),27288,한국사능력검정시험 2급,18
18486,자동차정비기능사2급,9954,워드프로세서2급,18
10593,소방설비기사(기계분야),17266,유통관리사2급,18
17346,유도2단,9955,워드프로세서3급,18
10088,인간공학기사,30850,MOS Master 2010,18
23368,BLS PROVIDER,39851,병원코디네이터,18
18668,스킨스쿠버 오픈워터,21156,동력수상레저기구조종면허1급,18
10319,전자계산기기능사,21080,정보기술자격(ITQ)OA마스터,18
21238,전기기능사,25609,소형건설기계조종면허,18
35907,ACA illustrator,41339,ACP,18
25014,굴착기운전기능사,36068,SMAT(서비스경영자격),18
10192,공조냉동기계기능사,17148,태권도 1단,18
10349,지게차운전기능사,24488,전자계산기기능사2급,18
33238,세무정보처리(TAT)2급 (국가공인),36362,펀드투자권유대행인,18
27499,ERP 인사 정보관리사 2급(국가공인),9958,위생사,18
17158,MOS Access Expert,25513,MOS Excel 2003 Expert,18
17545,케어복지사1급,18475,보육교사1급,18
24017,정보기술자격(ITQ)한글엑셀 B등급,36897,심리상담사1급,18
17147,태권도 2단,21625,정보기술자격(ITQ)인터넷 A등급,18
26812,정보기술자격(ITQ) 아래한글 A등급,31844,ISO 9001 내부심사원,18
10133,컴퓨터활용능력2급,9986,항공정비사,18
17069,사회복지사2급,17557,응급처치원,18
17253,정보기술자격(ITQ) 한글파워포인트,31381,미술심리상담사 2급,18
10349,지게차운전기능사,17269,미용사(피부),18
10370,컴퓨터그래픽스운용기능사,24468,DIAT 인터넷정보검색(고급),18
10316,전산응용기계제도기능사,14548,요양보호사,18
10132,컴퓨터활용능력1급,32641,ISO14001 인증심사원보,18
10656,자동차정비산업기사,10746,항공산업기사,18
10133,컴퓨터활용능력2급,17298,건설기계조종사면허,18
10315,전산응용건축제도기능사,10357,철근기능사,18
14039,ERP 정보관리사 회계2급,32485,GAIQ(Google Analytics Individual Qualification),18
23346,정보기술자격(ITQ)한글파워포인트 B등급,28267,SQL개발자(SQLD자격),18
17145,국외여행인솔자,32485,GAIQ(Google Analytics Individual Qualification),18
10047,세무회계2급(국가공인),31783,국제회계전문가,18
11347,의료보험사,14037,MOS Master,18
40888,SNS마케팅전문가 1급,41233,마케팅기획전문가 1급,18
10571,사무자동화산업기사,11354,인터넷정보검색사1급,18
10323,전자캐드기능사,10370,컴퓨터그래픽스운용기능사,18
10320,전자기기기능사,25583,E-TEST Professionals 1급,18
36601,진로적성상담사 1급,36897,심리상담사1급,18
17228,바리스타2급,17555,CRS(computer reservation system),18
27706,ITQ Master (파워포인트),36897,심리상담사1급,18
27099,ERP물류정보관리사,9926,물류관리사,18
31708,방과후지도사1급,9908,간호조무사,18
10349,지게차운전기능사,10387,플라스틱창호기능사,18
11028,전산세무2급 (국가공인),32670,문화예술교육사 2급,18
21962,정보기술자격(ITQ)한글A등급,36068,SMAT(서비스경영자격),18
11033,전산회계1급 (국가공인),39875,CAD실무능력평가1급,18
34983,실버놀이지도사,9908,간호조무사,18
14567,리눅스마스터2급,24017,정보기술자격(ITQ)한글엑셀 B등급,18
17245,보험심사평가사2급,9962,임상병리사,18
25450,병원코디네이터,30850,MOS Master 2010,18
10502,건설안전기사,10614,식물보호기사,18
17294,생활체육지도자3급 [보디빌딩],18590,생활체육지도자3급[수영],18
30846,MOS PowerPoint 2010,39392,국제무역사 2급,18
10927,PC Master,9953,워드프로세서1급,18
10278,양식조리기능사,9976,택시운전자격,18
35862,재경관리사 (국가공인),9915,공인노무사,18
17101,한자급수자격검정2급,28380,ERP 물류정보관리사 2급,18
10579,산업안전기사,33724,사회복지사1급,18
17590,한자자격검정2급,27217,펀드투자상담사,18
17120,합기도 1단,18736,(일반)경비원신임교육이수증,18
10273,실내건축기능사,35907,ACA illustrator,18
22011,CS Leaders(관리사),32510,병원코디네이터 1급,18
17222,CNC선반기능사,23705,전기용접기능사,18
21566,병원서비스코디네이터,24459,MOS Master 2007,18
10363,축산기능사,23105,애견핸들러3급,18
10079,위험물산업기사,27705,ITQ Master (한글),18
17150,태권도 4단,30846,MOS PowerPoint 2010,18
18399,위험물운송자,27287,한국사능력검정시험 1급,18
10088,인간공학기사,10315,전산응용건축제도기능사,18
26208,국내재무위험관리사,33805,증권투자상담사,18
34915,MOS Access 2010,9962,임상병리사,18
10404,동력기계정비기능사,24233,용접기능사,18
10209,중장비운전기능사(기중기),10426,천장크레인운전기능사,18
10502,건설안전기사,17070,6시그마 GB,18
10157,일반행정사,26812,정보기술자격(ITQ) 아래한글 A등급,18
10976,샵마스터3급,9955,워드프로세서3급,18
10259,세탁기능사,10370,컴퓨터그래픽스운용기능사,18
18522,국제표준 컴퓨터활용능력 ICDL,27193,ERP 회계 정보관리사 2급 (국가공인),18
10288,온수온돌기능사,10390,한식조리기능사,18
21825,해킹보안전문가(HSE)3급,26812,정보기술자격(ITQ) 아래한글 A등급,18
17568,이러닝 지도사2급,9953,워드프로세서1급,18
10656,자동차정비산업기사,23705,전기용접기능사,18
10278,양식조리기능사,36175,미용사(네일),18
25241,상담심리지도사 2급,9908,간호조무사,18
10019,배관기능사,10330,정보처리기능사,18
10571,사무자동화산업기사,25583,E-TEST Professionals 1급,18
10178,건축도장기능사,17519,설비보전기사,18
17070,6시그마 GB,27139,기획능력 2급,18
10207,기계조립기능사,10407,생산자동화기능사,18
11014,인터넷정보관리사2급,24713,정보기술자격(ITQ)한글액세스 A등급,18
10104,전산회계운용사3급,10322,전자출판기능사,18
27107,매경 TEST 우수(600점 ~ 800점 미만),39468,회계관리1급(국가공인),18
10134,컴퓨터활용능력3급,18668,스킨스쿠버 오픈워터,18
10134,컴퓨터활용능력3급,23298,정보기술자격(ITQ)한글액세스 B등급,18
27948,중등학교 2급 정교사 (상업정보),9953,워드프로세서1급,18
17149,태권도 3단,23763,운동처방사1급,18
23440,GTQ포토샵1급,36362,펀드투자권유대행인,18
11055,평생교육사2급,25283,화물운송종사,18
30782,체형관리사 2급,9908,간호조무사,18
22011,CS Leaders(관리사),39879,보험심사평가사 2급,18
10137,타워크레인운전기능사,31908,버스운전자격,18
10213,농산식품가공기능사,10335,제빵기능사,18
10579,산업안전기사,27762,위험물안전관리자수첩,18
11014,인터넷정보관리사2급,18556,ITQ 마스터,18
17268,미용사(일반),23320,자동차정비기능사,18
10957,문서실무사4급,21157,정보기술자격(ITQ)인터넷 B등급,18
39359,SNS마케팅전문가1급,9953,워드프로세서1급,18
10426,천장크레인운전기능사,10662,전기기사,18
10344,주조기능사,10483,산업안전산업기사,18
10323,전자캐드기능사,10594,소방설비기사(전기분야),18
11187,CPIM(생산재고관리사),27287,한국사능력검정시험 1급,17
10585,생산자동화산업기사,10682,정보처리기사,17
10954,문서실무사1급,17117,육상무선통신사,17
10496,가스산업기사,27289,한국사능력검정시험 3급,17
11376,전산세무회계1급 (국가공인),35862,재경관리사 (국가공인),17
21856,ITQ정보기술자격 (국가공인),22011,CS Leaders(관리사),17
10133,컴퓨터활용능력2급,26475,한국한자검정 3급,17
11084,AutoCAD2급 기술자격시험,34915,MOS Access 2010,17
23705,전기용접기능사,30652,소방안전관리자1급,17
11022,자산관리사,27107,매경 TEST 우수(600점 ~ 800점 미만),17
10040,설비보전기능사,9954,워드프로세서2급,17
23368,BLS PROVIDER,23637,위험물안전관리자,17
17266,유통관리사2급,21856,ITQ정보기술자격 (국가공인),17
27499,ERP 인사 정보관리사 2급(국가공인),9915,공인노무사,17
10351,지적기능사,31901,워드프로세서 단일등급,17
10315,전산응용건축제도기능사,10614,식물보호기사,17
10683,정보처리산업기사,17698,중장비운전기능사(굴삭기),17
10330,정보처리기능사,11022,자산관리사,17
14047,기업회계3급,39392,국제무역사 2급,17
10023,비서1급,14047,기업회계3급,17
23423,치과코디네이터,35437,병원코디네이터1급,17
10311,전기기기기능사,17756,3톤미만지게차,17
10467,가스사용시설안전관리자,18459,일반시설안전관리자,17
10976,샵마스터3급,36854,미용사(메이크업),17
10329,정보기기운용기능사,10372,타일기능사,17
11083,AutoCAD1급 기술자격시험,35189,3차원형상설계사,17
14042,ERP 정보관리사 인사2급,27289,한국사능력검정시험 3급,17
23368,BLS PROVIDER,27706,ITQ Master (파워포인트),17
10061,식품가공기능사,10081,유기농업기능사,17
41105,핸드드립마스터,41106,라떼아트마스터,17
10147,품질경영기사,25202,건설기계조종사면허증(3톤미만지게차),17
36175,미용사(네일),40866,병원코디네이터1급,17
23038,정보기술자격(ITQ)파워포인트 A등급,35222,정보기술자격(ITQ) MS워드 B등급,17
10104,전산회계운용사3급,11030,전산회계(CA)2급,17
10336,제선기능사,10344,주조기능사,17
24017,정보기술자격(ITQ)한글엑셀 B등급,25283,화물운송종사,17
26812,정보기술자격(ITQ) 아래한글 A등급,27763,新HSK 3급,17
10619,실내건축기사,11034,전산회계2급 (국가공인),17
10330,정보처리기능사,32691,세무정보처리(TAT) 1급(국가공인),17
10132,컴퓨터활용능력1급,25464,은행자산관리사(은행FP),17
23442,GTQ포토샵3급,9953,워드프로세서1급,17
34275,SCAE Coffee Diploma,35785,SCAE BARISTA FOUNDATION,17
17220,정보기술자격(ITQ) 아래한글,24466,DIAT 스프레드시트(고급),17
11095,PC정비사2급,23775,무선설비기능사,17
17069,사회복지사2급,36901,아동복지상담사1급,17
17266,유통관리사2급,24122,CS Leaders(관리사) 2급,17
30065,유럽바리스타 Lv.1,33754,바리스타2급,17
14555,회계관리2급(국가공인),25450,병원코디네이터,17
23927,위험물안전관리수첩,30652,소방안전관리자1급,17
14567,리눅스마스터2급,32882,그래픽기술자격(GTQ) 2급,17
21846,컴퓨터패션디자인운용마스터,30370,GTQ일러스트 1급,17
21118,위험물기능사,27097,ERP생산정보관리사 2급,17
10682,정보처리기사,27908,프로젝트 관리자 (PMP),17
23853,TESAT 3등급,25804,정보기술자격(ITQ)한글엑셀 A등급,17
10548,대기환경산업기사,27288,한국사능력검정시험 2급,17
27287,한국사능력검정시험 1급,40894,독서논술지도사 1급,17
10368,침투비파괴검사기능사,10449,용접기능장,17
14032,병원코디네이터,24603,미용사면허증,17
10682,정보처리기사,9941,세무사,17
26812,정보기술자격(ITQ) 아래한글 A등급,35197,토파스(TOPAS) 기초발권,17
10104,전산회계운용사3급,18607,상공회의소 한자 중급3급,17
11055,평생교육사2급,24665,심리상담사1급,17
23038,정보기술자격(ITQ)파워포인트 A등급,27155,정보기술자격(ITQ)인터넷 C등급,17
10148,품질경영산업기사,24508,ERP 생산 정보관리사 1급,17
10340,조주기능사,35054,데이터분석준전문가(ADsP),17
10349,지게차운전기능사,10570,보일러산업기사,17
40778,반려동물관리사,41434,펫시터,17
24459,MOS Master 2007,33851,수입관리사,17
10503,건설안전산업기사,25805,정보기술자격(ITQ)한글파워포인트 A등급,17
10206,기계제도기능사,10263,수치제어선반기능사,17
10488,직업상담사2급,9926,물류관리사,17
10660,전기공사산업기사,31901,워드프로세서 단일등급,17
17149,태권도 3단,21565,로더운전기능사,17
10606,수질환경기사,17519,설비보전기사,17
17149,태권도 3단,18356,제한무선통신사,17
17756,3톤미만지게차,18184,보육교사2급,17
10483,산업안전산업기사,17229,OA마스터,17
10370,컴퓨터그래픽스운용기능사,29593,건설기계조종사면허증(3톤이상지게차),17
10607,수질환경산업기사,30651,소방안전관리자1급,17
27027,펜글씨 2급,9953,워드프로세서1급,17
18649,항해사3급,27287,한국사능력검정시험 1급,17
10157,일반행정사,35650,소방기술자경력수첩 고급,17
23038,정보기술자격(ITQ)파워포인트 A등급,9958,위생사,17
10134,컴퓨터활용능력3급,17145,국외여행인솔자,17
10262,수치제어밀링기능사,23637,위험물안전관리자,17
10320,전자기기기능사,23827,동력수상레저기구조종면허2급,17
11028,전산세무2급 (국가공인),17767,중등학교2급정교사(국어),17
11028,전산세무2급 (국가공인),30085,ICDL Word Processing,17
17228,바리스타2급,33754,바리스타2급,17
11450,CPR (심폐소생술),17269,미용사(피부),17
10292,원형기능사,29250,금속재료시험기능사,17
11083,AutoCAD1급 기술자격시험,36388,3D 프린팅,17
10130,컬러리스트기사,11084,AutoCAD2급 기술자격시험,17
23916,DIAT 워드프로세서(고급),27707,ITQ Master (엑셀),17
17282,그래픽기술자격(GTQ),23346,정보기술자격(ITQ)한글파워포인트 B등급,17
10901,재경관리사,27288,한국사능력검정시험 2급,17
10171,가스기능사,10370,컴퓨터그래픽스운용기능사,17
18475,보육교사1급,36175,미용사(네일),17
17120,합기도 1단,25804,정보기술자격(ITQ)한글엑셀 A등급,17
27290,한국사능력검정시험 4급,9955,워드프로세서3급,17
10370,컴퓨터그래픽스운용기능사,33166,GTQ 플래시 1급,17
14548,요양보호사,41229,노인두뇌훈련지도사 1급,17
21991,메이크업분장사3급,32248,메이크업1급 기술강사,17
17220,정보기술자격(ITQ) 아래한글,17288,인터넷정보검색사2급,17
14032,병원코디네이터,14037,MOS Master,17
14528,관광종사원,9908,간호조무사,17
10683,정보처리산업기사,10881,병원행정사,17
17150,태권도 4단,39740,생활스포츠지도사(2급),17
10104,전산회계운용사3급,9967,전자상거래운용사,17
10683,정보처리산업기사,25450,병원코디네이터,17
10071,웹디자인기능사,10319,전자계산기기능사,17
25805,정보기술자격(ITQ)한글파워포인트 A등급,29777,Oracle Certified Java Programmer(OCJP),17
10370,컴퓨터그래픽스운용기능사,24603,미용사면허증,17
10103,전산회계운용사2급,10335,제빵기능사,17
17228,바리스타2급,41333,로스팅핸드드립마스터,17
10330,정보처리기능사,30845,MOS Excel 2010 Core,17
23347,두피관리사,36175,미용사(네일),17
10315,전산응용건축제도기능사,10951,디지털정보활용능력(DIAT),17
10548,대기환경산업기사,25014,굴착기운전기능사,17
35819,뷰티분장사2급,36854,미용사(메이크업),17
10071,웹디자인기능사,21605,어도비 포토샵(Adobe Photoshop),17
11345,유치원정교사1급,33723,사회복지사2급,17
29593,건설기계조종사면허증(3톤이상지게차),34366,기계가공조립기능사,17
17266,유통관리사2급,26785,6시그마(GB),17
18042,메이크업아티스트2급,34429,업스타일 3급,17
10319,전자계산기기능사,23726,정보통신기술자경력수첩(고급),17
10557,무선설비산업기사,10728,통신선로산업기사,17
17538,메이크업아티스트3급,23512,업스타일2급,17
10949,네트워크관리사2급,23637,위험물안전관리자,17
25804,정보기술자격(ITQ)한글엑셀 A등급,39483,소방안전관리자3급,17
26705,MOS Access 2007 Core,29033,메이크업기술검정 2급,17
23440,GTQ포토샵1급,26985,MOS Master 2003,17
10133,컴퓨터활용능력2급,23001,특수경비원,17
10025,비서3급,17253,정보기술자격(ITQ) 한글파워포인트,17
10682,정보처리기사,23852,TESAT 2등급,17
23851,TESAT 1등급,36362,펀드투자권유대행인,17
10017,물리치료사,32510,병원코디네이터 1급,17
30388,커피바리스타 2급,35437,병원코디네이터1급,17
10133,컴퓨터활용능력2급,18679,OCP 11g,17
10131,컴퓨터응용가공산업기사,30651,소방안전관리자1급,17
21856,ITQ정보기술자격 (국가공인),24459,MOS Master 2007,17
10954,문서실무사1급,26722,병원코디네이터,17
30651,소방안전관리자1급,35578,1종 대형 특수트레일러,17
17165,열관리기능사2급,17166,고압가스기능사2급,17
10048,세무회계3급(국가공인),10349,지게차운전기능사,17
21078,요양보호사1급,23892,노인심리상담사2급,17
10954,문서실무사1급,26717,e-Test Professionals 파워포인트,17
18686,제3보험대리점,27499,ERP 인사 정보관리사 2급(국가공인),17
10207,기계조립기능사,25882,CNC밀링기능사,17
10581,산업위생관리기사,11450,CPR (심폐소생술),17
10298,이용사,9908,간호조무사,17
21080,정보기술자격(ITQ)OA마스터,26894,PC Master(정비사),17
10482,사회조사분석사2급,39885,MOS Excel2016 Expert,17
10502,건설안전기사,10636,위험물관리산업기사,17
10134,컴퓨터활용능력3급,17646,네일아트2급,17
11033,전산회계1급 (국가공인),11095,PC정비사2급,17
10133,컴퓨터활용능력2급,21132,부동산펀드투자상담사,17
10872,국제무역사 1급,33409,그래픽기술자격(GTQ) 1급,17
11221,TOEIC,14037,MOS Master,17
21238,전기기능사,27538,정보기술자격(ITQ)한글파워포인트 C등급,17
26486,한자급수자격검정 준2급,26812,정보기술자격(ITQ) 아래한글 A등급,17
10333,제과기능사,25603,MOS PowerPoint 2007,17
10171,가스기능사,10177,건설재료시험기능사,17
33238,세무정보처리(TAT)2급 (국가공인),33724,사회복지사1급,17
14548,요양보호사,28380,ERP 물류정보관리사 2급,17
10579,산업안전기사,29756,건설기술경력증(초급),17
10351,지적기능사,21238,전기기능사,17
10027,사회복지사1급,10390,한식조리기능사,17
10017,물리치료사,21238,전기기능사,17
10132,컴퓨터활용능력1급,27708,미니탭활용능력3급,17
17576,주산3급,26819,펜글씨 3급,17
17158,MOS Access Expert,27287,한국사능력검정시험 1급,17
10171,가스기능사,17096,방화관리자1급,17
17147,태권도 2단,30850,MOS Master 2010,17
25629,투자자산운용사,30850,MOS Master 2010,17
23607,손해보험대리점자격증,25805,정보기술자격(ITQ)한글파워포인트 A등급,17
10330,정보처리기능사,23013,2급방화관리자수첩,17
26264,스포츠테이핑 1급,28326,PNF certification,17
17147,태권도 2단,9976,택시운전자격,17
32259,아동미술심리상담사 1급,36900,아동미술지도사1급,17
10563,방사선비파괴검사기사,35092,ISO9712 UT Level II,17
10192,공조냉동기계기능사,17096,방화관리자1급,17
10015,무역영어2급,10488,직업상담사2급,17
10659,전기공사기사,26138,전기감리원수첩(중급),17
17767,중등학교2급정교사(국어),26812,정보기술자격(ITQ) 아래한글 A등급,17
10579,산업안전기사,24752,전기공사기술자경력수첩(고급),17
10881,병원행정사,18110,건강보험청구사2급,17
10660,전기공사산업기사,17167,승강기안전관리자,17
17245,보험심사평가사2급,24713,정보기술자격(ITQ)한글액세스 A등급,17
10329,정보기기운용기능사,25655,e-Test Professionals 마스터 1급,17
10132,컴퓨터활용능력1급,10235,방수기능사,17
24413,산업안전기사1급,25236,수질환경기사1급,17
17266,유통관리사2급,18668,스킨스쿠버 오픈워터,17
10278,양식조리기능사,17101,한자급수자격검정2급,17
21119,원가분석사,9953,워드프로세서1급,17
10663,전기산업기사,27177,압연기능사,17
14320,은행텔러,17289,신용관리사,17
11034,전산회계2급 (국가공인),33808,ICDL Module 3,17
10307,자동차차체수리기능사,23238,농기계정비기능사,17
25583,E-TEST Professionals 1급,9908,간호조무사,17
35437,병원코디네이터1급,36189,병원총괄매니저,17
10133,컴퓨터활용능력2급,35560,MBTI 보수,17
30844,MOS Excel 2010 Expert,32510,병원코디네이터 1급,17
39803,심리상담사 1급,39844,아동심리상담사1급,17
17069,사회복지사2급,25213,심폐소생술,17
11084,AutoCAD2급 기술자격시험,25576,정보기술자격(ITQ)엑셀B등급,17
33724,사회복지사1급,33897,임상심리사2급,17
23238,농기계정비기능사,9954,워드프로세서2급,17
17656,무선설비기능사2급,21088,항공전자정비기능사2급,17
14037,MOS Master,33988,건설기계설비기사,17
10079,위험물산업기사,10510,건축설비산업기사,17
10273,실내건축기능사,30651,소방안전관리자1급,17
10340,조주기능사,30842,MOS Word 2010 Expert,17
11235,공인중개사,33182,경영지도사,17
10582,산업위생관리산업기사,23655,위생사면허증,17
25804,정보기술자격(ITQ)한글엑셀 A등급,26717,e-Test Professionals 파워포인트,17
11055,평생교육사2급,25513,MOS Excel 2003 Expert,17
14548,요양보호사,23135,보건교사2급,17
10483,산업안전산업기사,18623,트리즈(TRIZ),17
17070,6시그마 GB,26983,ERP 물류정보관리사 1급,17
26856,KBS한국어능력시험 2급,9953,워드프로세서1급,17
10133,컴퓨터활용능력2급,18106,미술심리치료사2급,17
