lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
25187,SAP FI Certification,9953,워드프로세서1급,11
25804,정보기술자격(ITQ)한글엑셀 A등급,26705,MOS Access 2007 Core,11
14548,요양보호사,23586,케어사회복지사,11
33754,바리스타2급,39851,병원코디네이터,11
14039,ERP 정보관리사 회계2급,17463,정보기술자격(ITQ) 한글액세스,11
24459,MOS Master 2007,36362,펀드투자권유대행인,11
21657,메이크업전문가2급,9908,간호조무사,11
17762,트레일러면허,21565,로더운전기능사,11
17287,아바쿠스(ABACUS) - 항공권예약,27289,한국사능력검정시험 3급,11
10492,컬러리스트산업기사,21605,어도비 포토샵(Adobe Photoshop),11
11028,전산세무2급 (국가공인),32556,국가공인한자 3급,11
10617,식품산업기사,27801,실기교사(조리)교원자격증,11
11361,자동차운전기능검정원,28969,기중기운전기능사,11
10483,산업안전산업기사,17559,수상인명구조원,11
10371,콘크리트기능사,10539,기계정비산업기사,11
10271,식육처리기능사,25202,건설기계조종사면허증(3톤미만지게차),11
14046,기업회계2급,23041,정보기술자격(ITQ)엑셀A등급,11
10351,지적기능사,9954,워드프로세서2급,11
21249,TESOL Certificate,27289,한국사능력검정시험 3급,11
24466,DIAT 스프레드시트(고급),26717,e-Test Professionals 파워포인트,11
10471,기상기사,10606,수질환경기사,11
41182,노인심리상담사1급,9954,워드프로세서2급,11
25514,MOS Word 2003 Expert,26959,MOS Excel 2002 Expert,11
23195,외환전문역1종,31901,워드프로세서 단일등급,11
26984,MOS Master 2003,28380,ERP 물류정보관리사 2급,11
10139,토양환경기사,10330,정보처리기능사,11
10593,소방설비기사(기계분야),10664,전기철도기사,11
18184,보육교사2급,39803,심리상담사 1급,11
27241,토목측량기능사,27288,한국사능력검정시험 2급,11
17288,인터넷정보검색사2급,9976,택시운전자격,11
18607,상공회의소 한자 중급3급,35862,재경관리사 (국가공인),11
17228,바리스타2급,23916,DIAT 워드프로세서(고급),11
10027,사회복지사1급,24989,MOS PowerPoint 2003,11
11028,전산세무2급 (국가공인),41409,펀드투자권유자문인력,11
10954,문서실무사1급,17229,OA마스터,11
10098,작업치료사,25213,심폐소생술,11
10081,유기농업기능사,10579,산업안전기사,11
10549,도시계획기사,25805,정보기술자격(ITQ)한글파워포인트 A등급,11
36897,심리상담사1급,40903,반려동물행동교정사 1급,11
10557,무선설비산업기사,10593,소방설비기사(기계분야),11
10234,방송통신기능사,10376,통신선로기능사,11
10262,수치제어밀링기능사,11127,CNC기계절삭가공사,11
21238,전기기능사,23368,BLS PROVIDER,11
10656,자동차정비산업기사,36454,CATIA V5 Associate - Part Design,11
17289,신용관리사,21256,소방안전관리자2급,11
17149,태권도 3단,29031,MOS Excel 2007 Expert,11
10509,건축설비기사,31901,워드프로세서 단일등급,11
23013,2급방화관리자수첩,24487,1급방화관리자수첩,11
25804,정보기술자격(ITQ)한글엑셀 A등급,28702,케이크데코레이션,11
10079,위험물산업기사,36404,신재생에너지발전설비산업기사(태양광),11
27707,ITQ Master (엑셀),30532,보험심사분석사 2급,11
10338,조경기능사,17267,유통관리사3급,11
10538,기계설계산업기사,29593,건설기계조종사면허증(3톤이상지게차),11
17071,6시그마 BB,25804,정보기술자격(ITQ)한글엑셀 A등급,11
10330,정보처리기능사,36888,방과후지도사1급,11
10121,조리산업기사(중식),10348,중식조리기능사,11
10335,제빵기능사,23184,건축기사,11
40939,타로심리상담사 1급,9908,간호조무사,11
10350,지도제작기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,11
10316,전산응용기계제도기능사,23671,ITQ 한글액세스 A등급,11
10596,소방설비산업기사(기계분야),35491,특급소방안전관리자,11
21238,전기기능사,24413,산업안전기사1급,11
18556,ITQ 마스터,9949,영양사,11
27654,관광통역안내사(중국어),9908,간호조무사,11
36132,생활체육지도자2급[배드민턴],36562,2급생활스포츠지도사[보디빌딩],11
23827,동력수상레저기구조종면허2급,36562,2급생활스포츠지도사[보디빌딩],11
10316,전산응용기계제도기능사,9943,소형선박조종사,11
10349,지게차운전기능사,18078,해상무선통신사,11
33409,그래픽기술자격(GTQ) 1급,36362,펀드투자권유대행인,11
25576,정보기술자격(ITQ)엑셀B등급,27288,한국사능력검정시험 2급,11
21625,정보기술자격(ITQ)인터넷 A등급,23655,위생사면허증,11
23583,학교폭력상담사 1급,33723,사회복지사2급,11
30725,바리스타1급,33237,Q-GRADER,11
10047,세무회계2급(국가공인),10873,금융자산관리사(FP),11
14037,MOS Master,17672,인적자원개발사(HRDE),11
18668,스킨스쿠버 오픈워터,24417,애견미용사 3급,11
18648,스포츠마사지,23243,생활체육지도자2급[보디빌딩],11
14036,ISTQB foundation level,17087,ITIL foundation,11
10582,산업위생관리산업기사,10662,전기기사,11
17756,3톤미만지게차,23234,에너지관리기사,11
23041,정보기술자격(ITQ)엑셀A등급,32485,GAIQ(Google Analytics Individual Qualification),11
10872,국제무역사 1급,35415,국가공인자격한자 2급,11
10873,금융자산관리사(FP),27287,한국사능력검정시험 1급,11
10014,무역영어1급,11055,평생교육사2급,11
10683,정보처리산업기사,17590,한자자격검정2급,11
10502,건설안전기사,10535,금속재료산업기사,11
41030,진로적성상담사 1급,41031,진로직업상담사 1급,11
10682,정보처리기사,21101,파생상품펀드투자상담사,11
23135,보건교사2급,27288,한국사능력검정시험 2급,11
23545,웃음치료사 1급,24017,정보기술자격(ITQ)한글엑셀 B등급,11
11427,회계관리1급(국가공인),27097,ERP생산정보관리사 2급,11
10319,전자계산기기능사,33409,그래픽기술자격(GTQ) 1급,11
17150,태권도 4단,24989,MOS PowerPoint 2003,11
10579,산업안전기사,28481,Inventor 기술자격시험 2급,11
10015,무역영어2급,25202,건설기계조종사면허증(3톤미만지게차),11
10499,건설기계산업기사,10509,건축설비기사,11
10329,정보기기운용기능사,33004,정보기술자격(ITQ)파워포인트 C등급,11
10976,샵마스터3급,30844,MOS Excel 2010 Expert,11
10579,산업안전기사,18564,응급처치법강사,11
11033,전산회계1급 (국가공인),36363,국제바리스타 레벨1,11
14567,리눅스마스터2급,25605,MOS Excel 2007,11
17070,6시그마 GB,30304,프레젠테이션 능력 검정 2급,11
18522,국제표준 컴퓨터활용능력 ICDL,9955,워드프로세서3급,11
10133,컴퓨터활용능력2급,17640,가정폭력상담원,11
21612,미용사국가기술자격증,35595,국가기술자격증 미용사(피부),11
10133,컴퓨터활용능력2급,33515,회계실무2급,11
23587,ISO27001 국제심사원,34611,개인정보영향평가 전문인력,11
18704,소믈리에,33754,바리스타2급,11
23512,업스타일2급,9908,간호조무사,11
10370,컴퓨터그래픽스운용기능사,30085,ICDL Word Processing,11
10597,소방설비산업기사(전기분야),18697,인정검사대상기기조종자,11
10079,위험물산업기사,26786,6시그마(BB),11
10104,전산회계운용사3급,10906,정보기술자격 (ITQ)인증시험,11
10954,문서실무사1급,36221,증권투자권유대행인,11
23441,GTQ포토샵2급,34184,경영능력시험(MAT),11
11326,운동처방사,9908,간호조무사,11
10320,전자기기기능사,33522,디지털정보활용능력(DIAT)고급,11
10426,천장크레인운전기능사,10449,용접기능장,11
27289,한국사능력검정시험 3급,35415,국가공인자격한자 2급,11
10304,자기비파괴검사기능사,10525,공조냉동기계산업기사,11
18184,보육교사2급,25384,전산회계사 3급,11
23441,GTQ포토샵2급,9926,물류관리사,11
24900,유아체육지도자 1급,32627,방과후스포츠지도자,11
11033,전산회계1급 (국가공인),23028,PADI 오픈워터 다이버,11
11465,G-TELP,17253,정보기술자격(ITQ) 한글파워포인트,11
23827,동력수상레저기구조종면허2급,27289,한국사능력검정시험 3급,11
17268,미용사(일반),27097,ERP생산정보관리사 2급,11
11034,전산회계2급 (국가공인),18668,스킨스쿠버 오픈워터,11
14567,리눅스마스터2급,24466,DIAT 스프레드시트(고급),11
17191,CS강사1급,23545,웃음치료사 1급,11
10048,세무회계3급(국가공인),11378,전산세무회계3급 (국가공인),11
10620,실내건축산업기사,17628,건축초급기술자,11
24725,정보통신기술자경력수첩(초급),33723,사회복지사2급,11
25804,정보기술자격(ITQ)한글엑셀 A등급,33049,아동요리지도사 1급,11
25805,정보기술자격(ITQ)한글파워포인트 A등급,40724,떡제조기능사,11
10335,제빵기능사,17145,국외여행인솔자,11
10320,전자기기기능사,24465,DIAT 프리젠테이션(고급),11
10660,전기공사산업기사,17266,유통관리사2급,11
10103,전산회계운용사2급,33805,증권투자상담사,11
14548,요양보호사,36882,노인복지상담사1급,11
26136,전기공사기술자경력수첩(중급),26138,전기감리원수첩(중급),11
14042,ERP 정보관리사 인사2급,41603,ERP회계정보관리사2급,11
10348,중식조리기능사,23441,GTQ포토샵2급,11
10028,산림경영기술자,10578,산림산업기사,11
25185,전기공사기술자경력수첩(초급),25804,정보기술자격(ITQ)한글엑셀 A등급,11
25805,정보기술자격(ITQ)한글파워포인트 A등급,39482,MOS Master 2016,11
25605,MOS Excel 2007,35862,재경관리사 (국가공인),11
10397,화학분석기능사,31909,버스운전자격,11
25603,MOS PowerPoint 2007,33754,바리스타2급,11
10390,한식조리기능사,23916,DIAT 워드프로세서(고급),11
17220,정보기술자격(ITQ) 아래한글,29031,MOS Excel 2007 Expert,11
23441,GTQ포토샵2급,31256,상공회의소 IT Plus Level 3,11
11033,전산회계1급 (국가공인),26398,세무회계능력 3급,11
21256,소방안전관리자2급,35551,건설기계조정사면허증,11
26756,ERP 회계 정보관리사 1급 (국가공인),27500,ERP 인사 정보관리사 3급,11
10333,제과기능사,40901,반려동물관리사 1급,11
30388,커피바리스타 2급,32928,카페바리스타 1급,11
10320,전자기기기능사,17073,정보통신기술자 경력수첩,11
10659,전기공사기사,11033,전산회계1급 (국가공인),11
11034,전산회계2급 (국가공인),17631,토목초급기술자,11
10192,공조냉동기계기능사,10305,자동차검사기능사,11
17269,미용사(피부),32688,회계정보처리(FAT) 2급,11
10626,에너지관리기능사,26275,공조냉동산업기사,11
10133,컴퓨터활용능력2급,11391,중등학교1급정교사,11
18433,패션스타일리스트,30388,커피바리스타 2급,11
10134,컴퓨터활용능력3급,18356,제한무선통신사,11
10315,전산응용건축제도기능사,11095,PC정비사2급,11
26273,아로마테라피 2급,30782,체형관리사 2급,11
35437,병원코디네이터1급,40885,CS강사 1급,11
10571,사무자동화산업기사,25605,MOS Excel 2007,11
21684,건설기술자(초급),30652,소방안전관리자1급,11
10495,가스기사,9954,워드프로세서2급,11
14537,청소년상담사3급,33339,미술심리상담사 1급,11
10571,사무자동화산업기사,35621,방사선사면허증,11
10206,기계제도기능사,21256,소방안전관리자2급,11
18184,보육교사2급,24667,발달진단평가사,11
27194,ERP 회계 정보관리사 2급 (국가공인),31849,무역관리사(ITP),11
10178,건축도장기능사,10593,소방설비기사(기계분야),11
11027,전산세무1급 (국가공인),30846,MOS PowerPoint 2010,11
10547,대기환경기사,17583,한자능력검정3급,11
10132,컴퓨터활용능력1급,17275,부기2급,11
23637,위험물안전관리자,23718,흡수식냉난방기시설관리사,11
10682,정보처리기사,39392,국제무역사 2급,11
17279,중등교원자격,9908,간호조무사,11
35862,재경관리사 (국가공인),9918,관세사,11
28702,케이크데코레이션,30725,바리스타1급,11
22011,CS Leaders(관리사),23679,리더쉽지도사 1급,11
10023,비서1급,26985,MOS Master 2003,11
11354,인터넷정보검색사1급,9966,전자상거래관리사2급,11
32485,GAIQ(Google Analytics Individual Qualification),40885,CS강사 1급,11
10881,병원행정사,14366,MOS Excel Expert,11
10954,문서실무사1급,21223,특공무술1단,11
10682,정보처리기사,11172,CFP(국제 재무설계사),11
10391,항공기관정비기능사,39470,항공정비사(회전익),11
24855,초콜릿 마스터,41103,커피바리스타 2급,11
10040,설비보전기능사,29593,건설기계조종사면허증(3톤이상지게차),11
10030,산림기사,10726,토목기사,11
10323,전자캐드기능사,10660,전기공사산업기사,11
11033,전산회계1급 (국가공인),11345,유치원정교사1급,11
11028,전산세무2급 (국가공인),26902,일본어능력시험(JLPT) N3,11
10320,전자기기기능사,18522,국제표준 컴퓨터활용능력 ICDL,11
24822,독서지도사 1급,9953,워드프로세서1급,11
21759,컴퓨터응용밀링기능사,30850,MOS Master 2010,11
26722,병원코디네이터,30725,바리스타1급,11
28331,ICDL Start certification,31849,무역관리사(ITP),11
21530,에니어그램 일반강사,33724,사회복지사1급,11
11377,전산세무회계2급 (국가공인),27097,ERP생산정보관리사 2급,11
14047,기업회계3급,28267,SQL개발자(SQLD자격),11
10371,콘크리트기능사,17628,건축초급기술자,11
10335,제빵기능사,28267,SQL개발자(SQLD자격),11
10040,설비보전기능사,35569,에너지관리기능장,11
11084,AutoCAD2급 기술자격시험,26715,e-Test Professionals 엑셀,11
10951,디지털정보활용능력(DIAT),17147,태권도 2단,11
10662,전기기사,21125,제3급아마추어무선기사(전화급),11
